Marca temporal,Curso,Opinión General Sobre el Curso,¿Aprobó la Cursada?,¿Cómo te Resultaron los Temas de la Materia?,¿Los Temas de la Materia Están Actualizados?,Nivel de las Clases Teóricas del Curso,Nivel de las Clases Prácticas del Curso,Dificultad del Curso,Dificultad del TP,Comentarios Sobre el Curso,¿Tenes algun comentario o sugerencia sobre la cursada virtual de este cuatrimestre?
8/30/2020 13:01:33,Algoritmos y Programacion I (Electronica) - Cardozo,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Muy Dificil,Dificil,,
8/30/2020 13:11:49,Algoritmos y Programacion I (Electronica) - Essaya,Muy Bueno,Si,Muy Interesantes,Si,Excelentes,Muy Buenas,Normal,Dificil,,
8/30/2020 14:15:35,Algoritmos y Programacion I (Electronica) - Cardozo,Regular,No,Interesantes,No,Malas,Buenas,Muy Dificil,Muy dificil,,
8/30/2020 14:25:31,Algoritmos y Programacion II - Buchwald,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,Grandes profesores y profesionales. ,"Le pusieron la mejor onda todos, se hizo muy comodo cursar"
8/30/2020 14:33:11,Algoritmos y Programacion I (Electronica) - Cardozo,Bueno,Si,Interesantes,Si,Muy Buenas,Buenas,Dificil,Normal,,La modalidad del parcial no fue buena y la plataforma utilizada (Adobe Connect) fue mala
8/30/2020 14:50:41,Algoritmos y Programacion I (Electronica) - Cardozo,Regular,No,Interesantes,Si,Regulares,Buenas,Muy Dificil,Muy dificil,,Me hubiera gustado que haya algunos ejercicios resueltos de las guias para no quedarme trabado y depender solo de los q corrigen en las clases practicas . Eso ayudaria a cerrar mejor los temas y para que los estudiantes se atrasen menos.
8/30/2020 15:20:03,Computacion - Cabrera,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Excelentes,Normal,Dificil,"los temas son interesantes, me gusto el tema de programacion a pesar de no seguir una carrera relacionada al mismo. ",Quiza hacer un poco mas dinamica la parte teorica y estar un poco mas atentos a las preguntas del foro.
8/30/2020 15:22:10,Lenguajes de Formales - Corsi,Muy Bueno,Si,Muy Interesantes,Si,Regulares,Buenas,Normal,Dificil,Los temas son interesantes y faciles de estudiar. El modo de evaluacion esta pensado para validar que hayas aprendido sin matarte aunque el tp final podria ser menor enroscado.,Las herramientas que se usaron para adaptarse no fueron las mejores pero funcionaron.
8/30/2020 15:28:46,Tecnicas de Diseño/Metodos y Modelos de la Ing. del Software II  - Paez,Muy Bueno,Si,Nada Interesantes,Si,Regulares,Buenas,Muy Dificil,Muy dificil,"Demanda mas de lo necesario. Se podria aprender lo mismo sin querer morir en el camino.
Nicolas y Emilio armaron una materia que no se amolda a lo tradicional (evaluacion y final donde es necesario estudiar de memoria) y, a diferencia de materias como ANINFO, lograron que sirva.
Tener que asistir a clases de Nico o tenerlo de corrector implica sentirse atacado cada sengundo. Se nota que sus intenciones son buenas pero su trato no mide como puede reaccionar el ser humano que esta del otro.",Bien adaptadas. Todas las clases probaban nuevas herramientas y forma de acomodarse al contexto.
8/30/2020 15:35:34,Base de Datos - Beiro,Muy Bueno,Si,Muy Interesantes,Si,Excelentes,Buenas,Dificil,No hay TP,"En las clases de Mariano se nota lo mucho que le gustan los temas y la bondad que tiene para con les alumnes. Es una persona muy teorica, sin embargo siempre encuentra la vuelta para bajar la teoria a tierra.
El nivel de las practicas dependen mucho de quien las de. ","El parcial tiene muchos contenidos y el hecho de poder tener nuestros apuntes ayudo a que sea mas ameno. De todas formas, es imposible aprobarlo sin haber aprendido realmente los temas."
8/30/2020 16:41:11,Base de Datos - Beiro,Bueno,Si,Interesantes,Si,Muy Buenas,Buenas,Normal,No hay TP,,
8/30/2020 16:41:46,Introduccion a los Sistemas Distribuidos  - Carisimo,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Dificil,,
8/30/2020 16:52:53,Algoritmos y Programacion I (Electronica) - Cardozo,Bueno,No,Muy Interesantes,Si,Buenas,Muy Buenas,Muy Dificil,Dificil,,
8/30/2020 17:00:17,Algoritmos y Programacion I (Electronica) - Cardozo,Malo,Si,Muy Interesantes,Si,Malas,Regulares,Dificil,Normal,,"Las teoricas virtuales deberian tener un mayor apoyo visual. Recomiendo que el profesor comparta la pantalla mientras escribe codigo o algo similar. Tambien agrego que deberian desistir con la plataforma Connect, ya que sencillamente es muy mala."
8/30/2020 17:20:04,Algoritmos y Programacion II - Mendez,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Excelentes,Dificil,Dificil,Todos los profesores son muy copados y estan constantemente al tanto de responder las dudas que tenemos. El metodo de enseñanza es eficiente y entretenido. Es una lastima que los contenidos de python fueron muy escasos pero en general estuvo muy bueno,
8/30/2020 17:42:10,Analisis Numerico I/Metodos Matematicos y Numericos - Griggio,Malo,Si,Interesantes,Si,Regulares,Regulares,Facil,Normal,"Los docentes de la teorica esperaban la vuelta a clases presenciales para iniciar la materia, el alumnado tuvo que pedir el inicio de clases pasadas las dos semanas de inicio de cuatrimestre. Mala organizacion de fechas, mal manejo de tiempos; poco orientados a las necesidades y obligaciones del alumnado. ",
8/30/2020 17:56:59,Algoritmos y Programacion I (Electronica) - Cardozo,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Buenas,Dificil,Dificil,,
8/30/2020 18:55:55,Algoritmos y Programacion III - Suarez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Dificil,Dificil,"Excelente predisposicion de los profesores, realmente saben enseñar.",
8/30/2020 19:08:03,Algoritmos y Programacion I (Electronica) - Cardozo,Regular,No,Interesantes,Si,Buenas,Malas,Muy Dificil,Dificil,,Graben las clases y utilicen Google meet. Es muy malo adobe connect
8/30/2020 19:14:04,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Buenas,Normal,Dificil,"Los profesores en general muy buenos. Mencion especial para Ezequiel, sus clases fueron dadas de forma muy interesante.",Me parecio buena. Muy positivo poder cursar y rendir con una pc.
8/30/2020 20:33:58,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Muy Interesantes,Si,Buenas,Buenas,Dificil,Dificil,,
8/30/2020 22:47:51,Analisis Numerico I/Metodos Matematicos y Numericos - Tarela,Malo,Si,Interesantes,Si,Regulares,Malas,Normal,Muy dificil,"En lineas generales, el curso deja mucho que desear. Las teoricas son muy monotonas; mientras que en las practicas se explican los temas con ejemplos muy sencillos, que no tienen correlacion con la exigencia de, por ej, el tp (y que por lo tanto no ayudan!)",Seria deseable que evacuen dudas en tiempo y forma (principalmente cuando tratan sobre un tp que define la regularidad de la cursada!!)
8/30/2020 23:02:49,Computacion - Cabrera,Malo,Si,Interesantes,Si,Regulares,Regulares,Dificil,Normal,"Los parciales eran de un nivel mucho mayor al enseñado en el curso, y distintos a la guia practica. Se esperaba que las clases estuvieran al nivel para poder tomar esos parciales.",
8/30/2020 23:33:32,Computacion - Lage,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,Las clases se mi hicieron muy entretenidas y termine el curso con ganas de seguir aprendiendo por mi cuenta. Recomiendo mucho este curso. ,"Siento que se adapto excelente aunque me hubiera gustado tener mas organizada la informacion sobre fechas de parciales, tps, cronogramas etc."
8/30/2020 23:57:58,Analisis Numerico/Metodos Matematicos y Numericos - Rodriguez,Regular,Si,Poco Interesantes,Si,Malas,Regulares,Dificil,Muy dificil,"Tengo entendido que la materia no es dificil, pero me resulto muy complicado seguir esta catedra debido a la falta de recursos tecnologicos que presentaban los docentes. Las clases teoricas me parecieron un resumen poco didactico de la bibliografia del libro de Gonzalez, hasta el punto de que el profesor leia exactamente lo que habia en las diapositivas. En cuanto a las practicas, hubo una mejora durante el cuatrimestre. Si bien siempre se noto el esfuerzo y la dedicacion por parte de la profesora,  me parecio que al principio faltaban ejemplos claros y ejercicios resueltos como primer paso para entender el concepto.  ",
8/31/2020 0:02:11,Algoritmos y Programacion III - Suarez,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Regulares,Normal,Normal,Muy interesantes los temas de la materia. ,"Las clases en vivo se me hacen poco llevaderas. Es muy facil distraerse. Sin embargo, el hecho de que quedaran grabadas soluciono ese problema para mi."
8/31/2020 3:00:32,Computacion - Strobino,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,Excelentes docentes,Post pandemia se deberia crear una catedra con modalidad virtual.
8/31/2020 9:32:20,Teoria de la Programacion / Teoria del Lenguaje - Ferrigno,Muy Bueno,Si,Interesantes,Si,Buenas,No Hay Clases Practicas,Muy Facil,Facil,,
8/31/2020 9:42:44,Algoritmos y Programacion I - Costa,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,"Me parecio una cursada excelente, no solo porque fue muy integradora para la gente que no contaba con conocimientos previos de programacion sino que tambien fue de una manera muy didactica y entretenida, y aporto muchos conocimientos para la carrera profesional tambien, no solo por implementar Python sino que tambien por la manera de enseñar de los docentes.

En mi caso fue realmente util ya que trabajo como desarrollador, y me sirvio para aprender un lenguaje mas y aplicarlo en mi trabajo.",
8/31/2020 10:50:04,Analisis Numerico I/Metodos Matematicos y Numericos - Schwarz,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Buenas,Normal,Dificil,,
8/31/2020 10:59:51,Organizacion del Computador - Benitez,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,el nuevo formato de la materia hace que sea mucho mas interesante,"el titular y los ayudantes hicieron un gran trabajo adaptandose al aula virtual, aunque algunas clases tardaban uno o dos dias en subir las grabaciones"
8/31/2020 11:08:50,Algoritmos y Programacion II - Buchwald,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Buenas,Normal,Dificil,,
8/31/2020 11:55:49,Algoritmos y Programacion I (Electronica) - Cardozo,Bueno,Si,Interesantes,Si,Buenas,Buenas,Muy Dificil,Normal,Ninguno,Ninguno
8/31/2020 12:11:47,Algoritmos y Programacion III - Suarez,Muy Bueno,Si,Interesantes,Si,Buenas,Buenas,Normal,Normal,Se adaptaron bastante bien a la situacion y la cursada fue muy amena. Fue una buena cursada.,Que estuvo muy bien adaptada y supieron hacerla entretenida a pesar de la situacion. Estuvo bueno implementar parciales de programacion con el IDE en vez de en papel. Es util a la hora de evaluar (Personalmente codeo mas rapido con teclado que en papel).
8/31/2020 13:30:32,Computacion - Strobino,Muy Bueno,No,Interesantes,Si,Buenas,Buenas,Dificil,Dificil,,
8/31/2020 14:05:07,Algoritmos y Programacion II - Buchwald,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Dificil,Dificil,"la cursada es excelente con ambas teoricas y practicas muy bien dadas, ademas los ayudantes y correctores siempre tienen buena disposicion cuando se les hacen preguntas en clase o por mail. ","la cursada aunque fue virtual fue muy buena, los videos subidos a youtube de las clases y videos grabados con explicaciones de los temas de los parciales estan muy buenos"
8/31/2020 14:05:15,Algoritmos y Programacion III - Suarez,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,"Se noto la falta de docentes en los tiempos de correccion. Hubo gente (condicionales de electronica) que quedaron fuera de la materia.
 De todas maneras ya son 8 personas y a predisposicion de todos fue genial, pero es una realidad que es demasiada gente (250 personas el primer dia).","Se acoplaron perfectamente, ninguna queja."
8/31/2020 14:44:30,Analisis Numerico I/Metodos Matematicos y Numericos - Tarela,Malo,Si,Poco Interesantes,Si,Regulares,Malas,Dificil,Muy dificil,"Se nos dio un tp imposible de resolver para las herramientas que se nos habia brindado en las teoricas y practicas, deberian darse cuenta que cuando nadie aprueba un tp no es por falta de compromiso de los alumnos sino por mala ejecucion de los docentes. Nefasto que se nos haya apuntado a nosotros.",
8/31/2020 14:51:58,Algoritmos y Programacion II - Mendez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Facil,Normal,,
8/31/2020 15:01:55,Algoritmos y Programacion I - Mendez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Dificil,,
8/31/2020 15:02:22,Algoritmos y Programacion II - Buchwald,Excelente,Si,Muy Interesantes,Si,Excelentes,Muy Buenas,Muy Dificil,Dificil,"Increible equipo docente, le dedican mucho trabajo y energia, se ve que aman lo que hacen y ademas lo saben hacer. Deberian aprovechar el talento y empuje de Martin en un cargo en el que pueda tener influencia sobre toda la carrera de Ing en Informatica. Me hubiera evitado la cursada mediocre que tuve con Azcurra en Algoritmos I.","la cursada virtual me gusto mas aun que la presencial, es clave la enorme cantidad de recursos que los docentes ponen a disposicion de los alumnos (clases grabadas, videos teoricos, presentaciones, talleres optativos, slido, guias de ejercicios, lista de correos, etc.) . Se podria agregar mas interaccion entre compañeros, prender las camaras de los alumnos al menos en algunas clases."
8/31/2020 15:38:19,Algoritmos y Programacion I - Mendez,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Excelentes,Normal,Normal,Muy buena la plataforma donde se distribuye el contenido de la materia (Tanto Slack como la pagina web),
8/31/2020 15:54:08,Algoritmos y Programacion II - Buchwald,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Dificil,Normal,Manejaron muy bien la virtualidad y se hizo muy relajada la cursada,
8/31/2020 16:34:46,Lenguajes de Formales - Corsi,Bueno,Si,Interesantes,Si,Buenas,Buenas,Facil,Normal,"Los lenguajes presentados son interesantes y el enfoque practico muy bueno, me hubiese gustado un poco mas de profundidad en el trasfondo teorico ",El enfoque practico hizo que no se sintiera fuera de lugar
8/31/2020 16:46:43,Computacion - Burin,Excelente,Si,Interesantes,Si,Buenas,Buenas,Dificil,Normal,,
8/31/2020 16:52:27,Algoritmos y Programacion III - Suarez,Bueno,Si,Interesantes,Si,Muy Buenas,Regulares,Dificil,Dificil,"muy buen curso, cuatrimestre medio extraño por lo que se hace mas dificil dar una opinion mejor formada. Creo igual que se supieron manejar bien ",
8/31/2020 18:02:38,Algoritmos y Programacion II - Mendez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Dificil,Dificil,"Los tps son dificiles pero no imposibles, son acordes a la dificultad o exigencia pedida",
8/31/2020 18:33:42,Tecnicas de Programacion Concurrente I - Garibaldi,Bueno,Si,Interesantes,Si,Regulares,Muy Buenas,Normal,Normal,,
8/31/2020 18:45:27,Algoritmos y Programacion I - Costa,Muy Bueno,Si,Interesantes,Si,Buenas,Buenas,Normal,Dificil,,
8/31/2020 19:09:10,Analisis de la Informacion - Gonzalez,Bueno,Si,Interesantes,Si,Buenas,Muy Buenas,Facil,Facil,,
8/31/2020 19:20:43,Analisis Numerico/Metodos Matematicos y Numericos - Rodriguez,Regular,Si,Interesantes,Si,Malas,Malas,Dificil,Muy dificil,"El curso me costo bastante por no haber clases online. Sin el dialogo directo entre alumnos/docentes, se dificulta muchisimo el entendimiento y seguimiento de las clases teoricas.
Las herramientas del campus como medio de clase online es totalmente inaceptable. No se puede plantear una pregunta sobre algun tema teorico y esperar a que el docente lea el hilo del foro, responda y responda con otra pregunta generando mas dudas. Asi mismo, los ejercicios resueltos ayudan muchisimo pero fueron realmente muy pocos, explicados de forma escueta mediante audios o imagenes, nuevamente no se puede establecer una consulta directa alumno/docente que surga en el momento.
Admiro mucho el esfuerzo de los docentes por mantener ordenado el campus y tratar de adecuarse a las herramientas impuestas por el departamento pero definitivamente no es una herramienta para dar clases, sino mas bien de consultas post clases.
El trabajo practico resulto dificultoso partiendo desde el punto que la mayoria de los alumnos no sabian que tenian que hacer para la primer entrega y ademas se modificaron muchas cosas del enunciado a medida que se iba a avanzando y habia que estar atento al foro del campus para estar al corriente (revisar las decenas de hilos abiertos o ahondar entre los 50 mails diarios que llegan sobre el campus tanto para esta materia como para otras). Definitivamente me costo mucho la cursada, no porque sea una materia dificil (los temas casi que termine de entenderlos luego de ver y escuchar minimo 5 veces cada modulo de la teorica y aun asi muchas cosas me quedaron dudas) sino porque no hubo ese trato cara a cara con los docentes para resolver dudas en el momento o bien interrumpir la clase teorica cuando surga alguna duda.
Se organizaron luego del comienzo de cuatrimestre clases de consultas por zoom determinados dias en la ultima hora de clases, de las cuales asisti solo a unas pocas de ellas por 2 razones principales. La primera, no tenia conocimiento de la existencia de dichas clases de consultas hasta luego de un tiempo, pues revisar todos los foros hilos por hilos me resulto tedioso y aparte habia que anotar duda en un foro previo a la consulta via zoom (habia que anotar todas las dudas que surgieran en una unidad de, por ejemplo 5 modulos, y si la duda radicaba en algo inicial, no terminabas de comprender todo lo que venia luego, generando asi muchas mas dudas), y la segunda razon fue porque a las pocas clases de consulta via zoom que asisti, las dudas no fueron resueltas de forma clara. Aparte no se puede pretender resolver dudas de una catedra de 50 alumnos en 1 hora de clases de zoom con pesima conexion y donde asisten menos de la mitad del curso.
En cuanto a los docentes, agradecemos su esfuerzo por intentar dar clases de esta forma tan particular y unica, no desmerecemos para nada su labor, no puedo juzgar sus saberes ni su dedicacion por el simple hecho de que las mismas dificultades que tuvimos nosotros seguramente tambien las tuvieron ellos.","NO USEN el campus como herramienta para las clases virtuales NO FUNCIONA, NO SIRVE. Por el amor de dios hagan clases virtuales online via zoom, meet, skype... existen muchas plataformas! No perdamos ese contacto directo entre alumno/docente, esa posiblidad de poder interrumpir en el momento cuando surge alguna duda que seguramente mas de 1 alumno tendra al momento, de la posibilidad de poder dialogar con el docente, y que el docente pueda generar una charla de entendimiento con el alumno e incentivarlo a entender las cosas. "
8/31/2020 19:31:22,Algoritmos y Programacion II - Mendez,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Excelentes,Normal,Normal,"El cronograma esta muy bien organizado, se dieron todos los temas a tiempo y forma, y los profesores estuvieron super presentes para atender nuestras consultas con la mejor predisposicion. Los enunciados de los tps estuvieron muy buenos y la calidad de las clases honestamente excelentes!! ","Se adaptaron de manera excelente a la modalidad virtual, incluso crearon una pagina web para que podamos rendir el parcial y resulto 10/10."
8/31/2020 19:43:42,Analisis Numerico/Modelacion Numerica - Menendez,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,,
8/31/2020 19:52:01,Algoritmos y Programacion I (Informatica) - Essaya,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,,
8/31/2020 19:54:18,Algoritmos y Programacion III - Suarez,Muy Bueno,Si,Muy Interesantes,Si,Excelentes,Muy Buenas,Normal,Dificil,"Muy bien manejado, el acompañamiento constante de los profes fue esencial para entender los temas y las teoricas fueron muy llevaderas.","Hubo una muy buena preparacion para dar todos los temas virtualmente, lo unico que ajustaria es la duracion de las clases practicas."
8/31/2020 21:10:57,Taller de Programacion I - Azcurra,Bueno,Si,Interesantes,Si,Buenas,Buenas,Dificil,Dificil,,"En general el curso estuvo bien, aunque como sugerencia diria que para los proximos cuatrimestres que sean virtuales que puede ser una buena opcion usar Meet en lugar de adobe connect para las clases ya que en mas de una ocasion dio problemas (como por ejemplo no poder escribir en el chat o no escuchar a alguien que hablaba). Ademas estaria muy bueno que las clases queden grabadas ya que el enunciado depende lo que se ""arregle"" en la clase y esto queda en manos de que el que suba la respuesta a la pregunta planteada se acuerde en detalle de lo que se dijo. Paso (mas de una vez) que capaz la respuesta subida a la pagina no representaba exactamente lo que se dijo en la clase (o directamente no era lo que se dijo en clase sino lo que se interpreto) lo cual lleva a tener que hacer molestos cambios sobre la marcha. Meet permite grabar la clase de forma comoda asi que ese es otro punto a su favor. Una ultima sugerencia seria que estaria bueno dedicarle al menos dos clases mas a threads y a sockets que son los temas fundamentales de la materia y darle mas tiempo a las explicaciones seria muy util (y ademas si esto se explica en paralelo a la primera parte del TP, durante las primeras clases, permite enfrentarse mucho mejor a la segunda parte del TP en la que hay que implementar esto)."
8/31/2020 21:24:46,Taller de Programacion I - Veiga,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Buenas,Dificil,Dificil,,
8/31/2020 21:28:14,Analisis Numerico I/Metodos Matematicos y Numericos - Tarela,Regular,Si,Interesantes,Si,Regulares,Regulares,Muy Dificil,Muy dificil,,
8/31/2020 21:41:44,Organizacion del Computador - Benitez,Malo,Si,Interesantes,Si,Regulares,Malas,Normal,Facil,"Temas mal dados, no se entiende el porque de enseñar los temas, hay unidades enteras que no suman nada ni a la materia, ni a la carrera en general (abacus, super abacus). Hay unidades enteras al principio de la cursada, que no tienen practica, e incluso que no entran al parcial, y que hacen que la practica quede desfasada con la teorica.
Como recursante, creo que la catedra de Moreno explica los temas de una manera que muestran realmente su utilidad en la carrera, y no tienen tantos temas de relleno.","Las clases practicas nunca fueron a la par que las teoricas (en especial acercandonos a los parciales).
No hubo tiempo de consultas, ya que, o eran clases teoricas, o clases practicas donde unicamente era el profesor explicando ejercicios ya resueltos de antemano por el.
No daban un tiempo durante las horas de cursada para hacer consultas, unicamente a traves del campus, y siempre terminaban contestando uno o dos dias antes de la siguiente clase (lo que significa que los que empezamos a hacer ejercicios al dia siguiente de la clase, teniamos que esperar una semana para que se nos respondan nuestras dudas).
En un momento, habilitaron una segunda aula virtual para consutas, pero superpuesta en tiempo a la clase teorica o practica del dia, lo que significaba que o uno estaba presente en las clases, y de tal manera intentaba no atrasarse, o iba a intentar sacarse dudas, atrasandose con las teoricas.
Al principio de la cursada, tambien, no estaban seguros si iban a permitir grabar o no todas las clases (al final, se terminaron grabando todas las clases), pero si van a volver a tomar una decision similar de tener consultas en un aula virtual paralela a la clase, no pueden no grabar las clases, ya que en ese caso directamente estan  asegurandose que los que tienen dudas, se terminen atrasando, aumentando sus probabilidades de desaprobar la cursada."
8/31/2020 22:18:23,Organizacion del Computador - Benitez,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,"Se adaptaron muy bien a la modalidad virtual,tanto en la cursada como en los examenes.","Estaria bueno que las clases de consulta fueran en otro horario(15min antes) o mientras haya clases de consulta no haya clases, asi el que tiene que consultar no se pierde la clase."
8/31/2020 22:47:52,Computacion - Lage,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Dificil,,
8/31/2020 23:25:22,Computacion - Lage,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,Las clases se mi hicieron muy entretenidas y termine el curso con ganas de seguir aprendiendo por mi cuenta. Recomiendo mucho este curso. ,"Siento que se adapto excelente aunque me hubiera gustado tener mas organizada la informacion sobre fechas de parciales, tps, cronogramas etc."
8/31/2020 23:32:15,Tecnicas de Programacion Concurrente I - Garibaldi,Muy Bueno,Si,Interesantes,Si,Buenas,Muy Buenas,Normal,Normal,"En general me parecio muy bueno.
Las teoricas casi no tienen sentido si no leiste antes el material que Julia envia anticipadamente. Me parecieron buenas, aunque se hacian un poco cuesta arriba cuando la participacion de los alumnos bajaba y Julia se quedaba esperando que hagan preguntas o consultas. Hubiera estado bueno quizas recibir el material con mas dias de anticipacion, a veces se enviaban el dia anterior y no llegaba a leerlo.

Las practicas se basan en diapositivas comentadas por Pablo y bastante codigo en C/C++, Rust y algo en Java, donde se ven implementaciones de las herramientas de concurrencia propias de cada lenguaje, con ejemplos bastante claros que son preparacion bastante buena para los Tps. Se ve mucho Rust y eso me parecio buenisimo, el lenguaje es muy actual e introduce algunos conceptos de programacion que casi no se ven en otras materias.
Igual que con las teoricas, a veces me hubiera gustado recibir el material con anticipacion.

Hubo una visita virtual de un colaborador del proyecto de Rust, y otra de dos ex alumnos que hablaron sobre su tp profesional. Se nota el esfuerzo por mantener la materia actual y brindar material de interes.

Responden todas las consultas por mail y con mucha predisposicion.","Me parecio dentro de todo bastante bien y no me arrepiento de haberla hecho en este cuatrimestre. Las clases practicas principalmente me gustaron mucho y se adaptaron excelente. Las clases teoricas probablemente sufrieron un poco mas, a Julia le gusta mucho interactuar con los alumnos y este contexto dificulto bastante eso.
Las evaluaciones durante la cursada fueron 3 TPs (codigo + informe + defensa oral) y me parecieron muy razonables, aunque los docentes expresaron no sentirse muy comodos evaluando en este contexto."
9/1/2020 0:54:03,Teoria de la Programacion / Teoria del Lenguaje - Ferrigno,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,Aprendi cosas super importantes y datos utiles tambien,estuvo muy bien
9/1/2020 2:44:56,Analisis de la Informacion / Metodos y Modelos de la Ing. del Software I - Villagra,Bueno,Si,Muy Interesantes,Si,Buenas,Buenas,Muy Dificil,Dificil,"La cantidad de lecturas es excesiva dado que en promedio toma mucho mas que las supuestas 6 horas que deberiamos dedicarle a la materia. Esto genera que en realidad se ""picoteen"" las lecturas, sin poder dedicarles el tiempo realmente requerido.",En general fue una adaptacion.
9/1/2020 8:10:13,Analisis Numerico/Modelacion Numerica - Menendez,Muy Bueno,Si,Poco Interesantes,Si,Buenas,Muy Buenas,Normal,Normal,,Agregar mas contenido de las practicas en videos de youtube
9/1/2020 10:16:43,Algoritmos y Programacion I - Mendez,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Dificil,,
9/1/2020 10:53:23,Computacion - Arriazu,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Buenas,Dificil,Dificil,Me gusto mucho la materia con esta catedra. No sabia nada de programacion y el material que ofrece la profe es super entendible! Me encanto la libertad que deja para que llevemos adelante la materia :),"En general me costo bastante adaptarme a leer la mayor parte de la teoria en pdfs. Los de la profe Arriazu me parecieron geniales: explican super detallado, con lenguaje no tan teorico (para mi que no sabia del tema fue una ventaja) y nada repetitivos. "
9/1/2020 12:31:27,Algoritmos y Programacion II - Mendez,Excelente,Si,Interesantes,Si,Excelentes,Excelentes,Normal,Normal,Se notan las ganas de enseñar a pesar de la dificultad de la materia y de la situacion actual,
9/1/2020 12:33:12,Algoritmos y Programacion II - Buchwald,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Dificil,Dificil,"mucha responsabilidad, muy innovadores, mucho apoyo al alumnado",
9/1/2020 13:42:42,Algoritmos y Programacion I - Costa,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,,
9/1/2020 13:47:38,Teoria de la Programacion / Teoria del Lenguaje - Ferrigno,Excelente,Si,Interesantes,Si,Excelentes,Muy Buenas,Normal,Normal,"Excelente curso, los profesores explican bien",
9/1/2020 15:12:32,Analisis Numerico I/Metodos Matematicos y Numericos - Schwarz,Excelente,Si,Interesantes,Si,Muy Buenas,Excelentes,Dificil,Dificil,Se adaptaron muy rapido a todos estos cambios y tuvieron muy buena predisposicion siempre a atender nuestras dudas. Senti que nos acompañaron muy bien durante todo el cuatrimestre. Gracias por el esfuerzo!,Nuevamente agradecerles todo su esfuerzo y tiempo dedicado a la migracion de temas a esta modalidad. Sirvio mucho tener disponibles los videos para repasar de alli la teoria y los codigos nos ayudaron a adaptarlos cuando fuera necesario. Gracias!
9/1/2020 15:28:29,Teoria de la Programacion / Teoria del Lenguaje - Ferrigno,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Buenas,Facil,Normal,"Muy interesante en muchas aspectos, descubri muchas ramas de la programacion que no sabia ni que existian.",Ninguno
