Marca temporal,Curso,Opinión General Sobre el Curso,¿Aprobó la Cursada?,¿Cómo te Resultaron los Temas de la Materia?,¿Los Temas de la Materia Están Actualizados?,Nivel de las Clases Teóricas del Curso,Nivel de las Clases Prácticas del Curso,Dificultad del Curso,Dificultad del TP,Comentarios Sobre el Curso,¿Tenes algun comentario o sugerencia sobre la cursada virtual de este cuatrimestre?
8/29/2020,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Buenas,Normal,Dificil,"En general creo que a cursada estuvo buena, me hubiese gustado mas clases de practica.","Hubieron clases que fueron pesadas, en el sentido que hubo mucha teoria y no tanta practica."
8/29/2020,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Dificil,,
8/29/2020,Algoritmos y Programacion I - Guarna,Regular,Si,Interesantes,Si,Regulares,Regulares,Normal,Normal,"La cursada fue buena. Sin embargo, no me gusto el trato de algunos docentes a los alumnos, en particular como se &quot;retaba&quot; a los estudiantes en publico por no cumplir con las expectativas del docente. No me gusto la evaluacion individual por tiempo. En la primera evaluacion los tiempos fueron muy cortos y los ejercicios evaluados eran estructuralmente distintos a los q practicamos, en particular el 1 y 2.
La exposicion de los temas fue bastante tediosa, los mismos contenidos estan explicados de forma dinamica en youtube en la mitad de tiempo.
Las clases q quedaron en la plataforma se solian trabar al reproducirlas. Me resulto de gran utilidad cuando las subian a youtube, ya q solucionaba este problema.",
8/29/2020,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Interesantes,Si,Buenas,Buenas,Dificil,Muy dificil,Me parecio bastante organizado y que se le dedicaba el tiempo necesario a los alumnos en tema dudas.,"Mi unica sugerencia seria ir un poco mas despacio con los temas, senti que se empezo lento pero de repente subieron muy rapido la dificultad y no tuvieron en cuenta que muchos no tienen nada de experiencia. A mi en particular que no tenia experienca alguna me costo seguir el ritmo , tuve que hacer mucho de mi parte. Con el trabajo practico aprendi muchisimo."
8/30/2020,Algoritmos y Programacion I - Guarna,Excelente,Si,Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Dificil,,"Me hubiese gustado que se las clases no se utilice adobe conect para cursarlas , ya se que era pesado para una maquina basica hubiese sido mas facil usar una herramienta mas clasica como meet o zoom."
8/29/2020,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Interesantes,Si,Buenas,Muy Buenas,Normal,Normal,,"Adobe Connect no fue la mejor plataforma, Google Meets funciono mejor"
8/28/2020,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Muy Interesantes,Si,Buenas,Buenas,Dificil,Dificil,"Para ser mi primer acercamiento a la programacion, considero que termine la cursada con conocimientos solidos de la materia. Si bien al principio me costo mucho seguir la materia, los profesores enseñaban desde cero, y eso a mi me parecio positivo, sobre todo para alguien que nunca haya programado antes.
Ademas, opino que los docentes de la catedra supieron adaptarse bien a la modalidad virtual, dando clases desde el inicio de cursada, en tiempo y forma.
Como comentario adicional, el trabajo practico grupal me parecio una muy buena instancia para poder asentar bien todo lo que se estudio en la materia.
Por otro lado, me parece que no tuvimos suficiente practica para el final, ya que solo vimos un ejercicio la ultima clase. Quizas hubiese estado bueno tener dos o tres clases de repaso, teniendo en cuenta tambien que llegamos a tiempo a ver todos los temas de la materia.","Como sugerencia, estaria bueno tener mas clases practicas, en las que los profesores muestren sus soluciones; entrando en detalle, esto lo digo porque hay varios alumnos que ya cuentan con conocimientos de programacion y, en mi opinion personal, se me dificultaba seguir sus resoluciones ya que usaban herramientas que en clase no habiamos visto, en cambio, si el profesor lo resuelve, tenemos una resolucion que se acerca mas a lo que nos enseñaron y no confunde.
Por ultimo, en cuanto al trabajo practico, estaria bueno que, de alguna manera, haya un seguimiento mas detallado para cada grupo, instancias donde hubiesemos tenido la oportunidad de hacer consultas mas puntuales, cada grupo individualmente a su ayudante."
8/29/2020,Algoritmos y Programacion I - Guarna,Bueno,No,Interesantes,Si,Muy Buenas,Malas,Dificil,Normal,,
8/28/2020,Algoritmos y Programacion I - Guarna,Regular,Si,Interesantes,Si,Buenas,Regulares,Normal,Dificil,,
8/29/2020,Algoritmos y Programacion I - Guarna,Bueno,Si,Muy Interesantes,Si,Muy Buenas,Regulares,Facil,Facil,"Las clases teoricas tenian nivel, pero no se si fue por la forma en que repartieron los temas, las clases practicas no tenian el mismo nivel. En vez de darnos ejercicios de tarea para resolver o espacios para preguntar sobre ejercicios, las clases teoricas constaban de ver al ayudante resolver los ejercicios.",Se nota que la catedra hizo todo lo posible para acoplarse a la nueva forma de enseñar y estuvo a disposicion de los alumnos.
8/30/2020,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Dificil,"En general bien, todo fue bastante claro y no me senti perdido en ningun momento.",Los parciales a contrareloj tal vez no sean lo mas optimo
8/29/2020,Algoritmos y Programacion I - Guarna,Bueno,Si,Interesantes,Si,Regulares,Regulares,Dificil,Dificil,,"Si bien el
profesor Bianchi tiene amplio conocimiento. Deberia hacer mas incapie en su paciencia."
8/29/2020,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Interesantes,No,Buenas,Buenas,Dificil,Dificil,,"Me gusto bastante adobe connect, generalmente anduvo bien y tambien estaba bueno la opcion de grupos de trabajos, solo parecia tener algunos problemas con el profesor Ezequiel, aunque nada grave. A pesar de que a muchos de mis compañeros seguramente les gusta google meet, a la hora de grabarlo no se muestra el chat, y si se responde una pregunta del chat, no se podria saber que fue lo que se pregunto a menos que el profesor diga la pregunta antes de responderla, aun asi parece tener una conexion mas estable para la mayoria.
Mientras siga la modalidad virtual, puede que sea buena idea compartir la presentacion que se va a usar en la clase unos minutos antes de que empiece, para poder consultar algo que se explico hace unos minutos atras, sin necesidad de interrumpir la clase o al profesor, cuando haya que hacer algun ejercicio de practica en el momento"
8/28/2020,Algoritmos y Programacion I - Guarna,Bueno,Si,Interesantes,Si,Buenas,Buenas,Facil,Normal,,
8/28/2020,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Muy Interesantes,Si,Buenas,Buenas,Normal,Normal,Fue una buena oportunidad de aprender e interiorizarme en el mundo de la informatica,
8/29/2020,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Muy Interesantes,Si,Buenas,Muy Buenas,Normal,Dificil,,
8/29/2020,Algoritmos y Programacion I - Guarna,Bueno,Si,Interesantes,Si,Buenas,Buenas,Normal,Normal,"- Guarna y otros ayudantes de la catedra se mostraron muy accesibles y dispuestos a escuchar el feedback de los alumnos, lo cual quiero destacar como muy positivo.
- Las clases teoricas de Ezequiel y de Uriel fueron lo mejor del curso, no se hacian para nada densas y daban muy buenas presentaciones
- Hubiese querido dedicar un poco mas de tiempo a objetos y a C","Como sugerencia quiero agregar que hubiese sido mucho mejor utilizar Google Meet (como haciamos en las teoricas/practicas de Uriel) ya que es una herramienta mas estetica e intuitiva que Adobe Connect que haria menos complicado la participacion de los alumnos en la clase. Adobe Connect muchas veces se nos cortaba y las grabaciones de las clases virtuales eran imposibles de ver, por la lentitud de la plataforma, mientras que Meet permitiria ver las clases grabadas en Google Drive."
8/29/2020,Algoritmos y Programacion I - Guarna,Excelente,Si,Muy Interesantes,Si,Muy Buenas,Buenas,Dificil,Muy dificil,"El temario me parecio exigente y excelente a la vez. Siento que aprendi mucho mas que solo a escribir codigo, y logre confirmar mi gusto por la algoritmia.
Muy completo el contenido en clase de los profesores, y, ambos trabajos practicos resultaron ser desafios en un principio complicados, pero que a la lo largo de la materia logre asimilar.
Me gusta que se haya optado por los lenguajes Python y C, ya que uno es sencillo de aprender y altamente buscado en el plano laboral, y el otro me dio herramientas para rapidamente poder incursionar por mi cuenta en lenguajes como C++ y Java.","Creo optaria por buscar alguna dinamica alternativa en las clases practicas.
Hacerlas mas focalizadas y no tan mechadas con las teoricas para que durante el curso de la clase teorica, aquellos alumnos que quiza estamos mas demorados con la cursada tengamos la oportunidad de poder reforzar un poco mas en clase las herramientas necesarias para la resolucion de consignas.
En lo personal siento que en reiteradas oportunidades se recurrio a combinar las clases practica con las teoricas, y (sobre todo al principio ya que comence la materia sin conocimientos de programacion) era frecuente desorientarme y quedarme gran parte de la practica sin entender mucho los metodos de resolucion."
8/29/2020,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,La materia me gusto mucho y todos los docentes siempre estuvieron dispuestos a responder las consultas.,"Me gustaron los videos de introduccion a la programacion estructurada hechos por Bianchi (ya que asistir a la clase con los temas ya vistos siempre es util); ademas del material puesto a disposicion.
Las clases grabadas me resultaron de suma utilidad (algunos temas los termine de entender al ver nuevamente las mismas)."
1/9/2020,Algoritmos y Programacion I - Guarna,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Regulares,Dificil,Dificil,Me gusto mucho la exigencia del curso.,"La verdad es que la plataforma usada (Adobe Connect) no me gusto. Traia muchos problemas al compartir pantalla, audio, entre otros. Ademas, el uso de la misma en ubuntu es mucho mas complejo (solo se puede abrir desde chrome y trae problema con adobe flash player). Creo que otra cosita que se modria mejorar es la explicacion de str:ciclos:etc que dan antes de meternos con python."
1/9/2020,Algoritmos y Programacion I - Guarna,Excelente,Si,Interesantes,Si,Excelentes,Excelentes,Dificil,Dificil,"agradezco enormemente el esfuerzo realizado por los profesores para realizar y adaptar la cursada en modalidad virtual, de igual manera la libertad y la confianza que nos dieron para realizar los tp y los parciales en modalidad virtual.","si, pero seria de tipo de plataforma, me parece que es mejor opcion utilizar google meet o incluso zoom o microsoft teams, ya que la plataforma de adobe, no es precisamente muy amigable ni para los profesores ni para nosotros."
1/9/2020,Algoritmos y Programacion I - Guarna,Bueno,Si,Interesantes,Si,Regulares,Buenas,Normal,Dificil,,Creo que el uso de un programa como meet para tanto compartir pantalla como poder volver a ver clases anteriores seria mas preferible para los alumnos en general ya que adobe tiende a tener bastantes dificultades frente a ambas de estas cosas.
8/30/2020,Algoritmos y Programacion I - Azcurra,Excelente,Si,Muy Interesantes,Si,Excelentes,Muy Buenas,Dificil,Dificil,,
8/29/2020,Algoritmos y Programacion I - Azcurra,Malo,No,Interesantes,Si,Malas,Malas,Normal,Dificil,"Cuando se hacian preguntas, en el 90% de los casos se enojaban. Muchas veces iban al ritmo de los recursantes. Por ej, resolvian problemas con funciones que no habian explicad.",
8/29/2020,Algoritmos y Programacion I - Azcurra,Bueno,Si,Interesantes,Si,Buenas,Buenas,Normal,Dificil,,
8/29/2020,Algoritmos y Programacion I - Azcurra,Muy Bueno,No,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Dificil,,
8/30/2020,Algoritmos y Programacion I - Azcurra,Muy Bueno,Si,Muy Interesantes,Si,Muy Buenas,Muy Buenas,Normal,Normal,,
8/29/2020,Algoritmos y Programacion I - Azcurra,Excelente,Si,Muy Interesantes,Si,Excelentes,Excelentes,Normal,Normal,"Me gusto muchisimo la cursada, mas alla de que prefiera cursar presencial. Los profesores estuvieron a la altura, muy buen nivel, estoy muy conforme.","Solamente que estaria mejor que todas las clases virtuales fueran grabadas, no algunas. Subieron material al campus y no nos dejaron a la deriva ni nada eso, pero hay otras asignaturas donde graban todas las clases. Quizas en esta asignatura no tuvieron los recursos o el tiempo para hacer todo ello pero repito, la cursada me parecio excelente. Solamente grabar y subir todas las clases seria el toque final para que este perfecta la cursada."
8/30/2020,Algoritmos y Programacion I - Azcurra,Muy Bueno,Si,Interesantes,Si,Muy Buenas,Regulares,Normal,Dificil,,
8/30/2020,Algoritmos y Programacion I - Azcurra,Bueno,Si,Interesantes,Si,Muy Buenas,Buenas,Normal,Dificil,"La modalidad de la practica no creo que haya sido la mejor, muchas veces las cosas se perdian entre que se borraba el chat y las preguntas y comentarios que hacian los compañeros. Llamar a uno por uno tambien cambiaba muchos nombres de las variables y eso hacia que los que seguiamos la clase copiando el codigo en nuestro propio IDE nos perdieramos mucho. Ir siempre en un sentido de la lista quitaba posibilidad de participacion a aquellos que estaban mas al final de la lista. En mi opinion, esto entorpecia un poco las clases, que de igual manera recalcaba los errores importantes y corregia en los puntos clave donde hacia falta.

En cuanto a las teoricas, creo que estuvieron bien estructuradas y bien explicadas, con la informacion necesaria para que los alumnos entendamos el tema y ampliemos mas con la bibliografia sugerida si asi desearamos. Las diapositivas utilizadas tenian informacion clara, precisa y concisa, haciendo uso de la herramienta utilizada para la modalidad virtual de la clase.

Por ultimo, las clases grabadas fueron de gran utilidad, ya que si se escapaba algun detalle tomando apuntes, podia repasarlo.

Dicho esto, se agradece profundamente que hayan dado las clases y haberse esforzado para que los alumnos podamos seguir estudiando y aprendiendo. Se que es dificil adaptarse y que en muchos otros cursos ni se dieron las clases, por lo que se les agradece todo lo hecho y espero que puedan seguir haciendolo, y de mejor manera, en el cuatrimestre que viene.","A partir de otras materias que curse en este cuatrimestre y comentarios de otros amigos que cursaron en otras catedras, creo que hubiera sido util tener mayor cantidad de trabajos practicos, con devoluciones y comentarios constructivos, y que lleven nota numerica que se tenga en cuenta para la nota de la cursada. Ademas, para los temas teoricos, las autoevaluaciones hubieran servido para reforzar temas que tal vez uno creia tener firme pero faltaba algo que refinar.

Creo que una mayor exigencia hacia los alumnos hubiera mejorado significativamente el desempeño en general, ya que se nos hubiera exigido, si asi no lo hicimos, el estudio constante de la materia.

En cuanto a lo que si tuvimos, creo que la devolucion del trabajo practico podria haber estado acompañada de criticas constructivas, puesto que no creiamos que estuviera perfecto y que faltarian cosas para pulir y mejorar. Ademas, habiendo avisado que hubo integrantes que se negaron a participar, esperabamos que el aviso se tuviera en cuenta a la hora de decidir la nota de la cursada.

En resumen, como sugerencia para el proximo cuatrimestre, creo que estaria bueno que haya mas trabajos practicos, tanto individuales como grupales, y autoevaluaciones, y que estos se tengan en cuenta para la aprobacion o reprobacion de un alumno."
